REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
"Region1","IND_FOOD_COA_001",1,2024,277.63042093
"Region1","IND_FOOD_COA_001",1,2025,301.46720699
"Region1","IND_FOOD_COA_001",1,2026,484.60758305132
"Region1","IND_FOOD_COA_001",1,2027,484.324425103849
"Region1","IND_FOOD_COA_001",1,2028,629.66945016
"Region1","IND_FOOD_COA_001",1,2029,685.752471107
"Region1","IND_FOOD_COA_001",1,2030,743.637823
"Region1","IND_FOOD_COA_001",1,2031,782.14333293
"Region1","IND_FOOD_COA_001",1,2032,822.642655479998
"Region1","IND_FOOD_COA_001",1,2033,865.23902977
"Region1","IND_FOOD_COA_001",1,2034,910.041040789999
"Region1","IND_FOOD_COA_001",1,2035,957.16289631
"Region1","IND_FOOD_DSL_001",1,2018,86.621668
"Region1","IND_FOOD_DSL_001",1,2019,79.40319566
"Region1","IND_FOOD_DSL_001",1,2020,72.18472333
"Region1","IND_FOOD_DSL_001",1,2021,64.966251
"Region1","IND_FOOD_DSL_001",1,2022,57.74777866
"Region1","IND_FOOD_DSL_001",1,2023,50.52930633
"Region1","IND_FOOD_DSL_001",1,2024,43.310834
"Region1","IND_FOOD_DSL_001",1,2025,36.09236167
"Region1","IND_FOOD_DSL_001",1,2026,28.87388933
"Region1","IND_FOOD_DSL_001",1,2027,21.655417
"Region1","IND_FOOD_DSL_001",1,2028,14.43694467
"Region1","IND_FOOD_DSL_001",1,2029,7.218472333
"Region1","IND_FOOD_ELC_001",1,2018,39.64378398
"Region1","IND_FOOD_ELC_001",1,2019,41.6965361
"Region1","IND_FOOD_ELC_001",1,2020,43.85557957
"Region1","IND_FOOD_ELC_001",1,2021,46.12641815
"Region1","IND_FOOD_ELC_001",1,2022,48.51484058
"Region1","IND_FOOD_ELC_001",1,2023,51.02693533
"Region1","IND_FOOD_ELC_001",1,2024,53.66910617
"Region1","IND_FOOD_ELC_001",1,2025,56.44808841
"Region1","IND_FOOD_ELC_001",1,2026,59.37096613
"Region1","IND_FOOD_ELC_001",1,2027,62.44519025
"Region1","IND_FOOD_ELC_001",1,2028,65.67859745
"Region1","IND_FOOD_ELC_001",1,2029,69.07943024
"Region1","IND_FOOD_ELC_001",1,2030,72.65635788
"Region1","IND_FOOD_ELC_001",1,2031,76.41849857
"Region1","IND_FOOD_ELC_001",1,2032,80.37544262
"Region1","IND_FOOD_ELC_001",1,2033,84.53727693
"Region1","IND_FOOD_ELC_001",1,2034,88.91461071
"Region1","IND_FOOD_ELC_001",1,2035,93.51860249
"Region1","IND_FOOD_NGS_001",1,2018,50.14938673
"Region1","IND_FOOD_NGS_001",1,2019,52.74611817
"Region1","IND_FOOD_NGS_001",1,2020,55.47730816
"Region1","IND_FOOD_NGS_001",1,2021,58.34991896
"Region1","IND_FOOD_NGS_001",1,2022,61.37127333
"Region1","IND_FOOD_NGS_001",1,2023,64.5490732
"Region1","IND_FOOD_NGS_001",1,2024,67.8914193
"Region1","IND_FOOD_NGS_001",1,2025,71.40683183
"Region1","IND_FOOD_NGS_001",1,2026,75.10427216
"Region1","IND_FOOD_NGS_001",1,2027,78.99316566
"Region1","IND_FOOD_NGS_001",1,2028,83.08342578
"Region1","IND_FOOD_NGS_001",1,2029,87.38547925
"Region1","IND_FOOD_NGS_001",1,2030,91.91029272
"Region1","IND_FOOD_NGS_001",1,2031,96.6694007
"Region1","IND_FOOD_NGS_001",1,2032,101.6749349
"Region1","IND_FOOD_NGS_001",1,2033,106.9396553
"Region1","IND_FOOD_NGS_001",1,2034,112.4769825
"Region1","IND_FOOD_NGS_001",1,2035,118.3010322
"Region1","IND_OTH_BIO",1,2018,116.336099938
"Region1","IND_OTH_BIO",1,2019,132.7817338
"Region1","IND_OTH_BIO",1,2020,145.5831371
"Region1","IND_OTH_BIO",1,2021,159.3700023
"Region1","IND_OTH_BIO",1,2022,174.2109088
"Region1","IND_OTH_BIO",1,2023,190.1789416
"Region1","IND_OTH_BIO",1,2024,207.3519762
"Region1","IND_OTH_BIO",1,2025,225.8129817
"Region1","IND_OTH_BIO",1,2026,245.6503419
"Region1","IND_OTH_BIO",1,2027,266.9581967
"Region1","IND_OTH_BIO",1,2028,289.836804
"Region1","IND_OTH_BIO",1,2029,314.3929242
"Region1","IND_OTH_BIO",1,2030,340.7402283
"Region1","IND_OTH_BIO",1,2031,368.9997305
"Region1","IND_OTH_BIO",1,2032,399.3002481
"Region1","IND_OTH_BIO",1,2033,431.7788886
"Region1","IND_OTH_BIO",1,2034,466.581567
"Region1","IND_OTH_BIO",1,2035,503.8635552
"Region1","IND_OTH_COA_001",1,2018,222.826383
"Region1","IND_OTH_COA_001",1,2019,240.464662368
"Region1","IND_OTH_COA_001",1,2020,263.036855818
"Region1","IND_OTH_COA_001",1,2021,285.981791468
"Region1","IND_OTH_COA_001",1,2022,309.303051608
"Region1","IND_OTH_COA_001",1,2023,333.003546959
"Region1","IND_OTH_COA_001",1,2024,357.085433909
"Region1","IND_OTH_COA_001",1,2025,381.550029359
"Region1","IND_OTH_COA_001",1,2026,406.397713109
"Region1","IND_OTH_COA_001",1,2027,431.627824359
"Region1","IND_OTH_COA_001",1,2028,457.2385508
"Region1","IND_OTH_COA_001",1,2029,483.226808152
"Region1","IND_OTH_COA_001",1,2030,509.5881097
"Region1","IND_OTH_COA_001",1,2031,526.5065972
"Region1","IND_OTH_COA_001",1,2032,543.7843782
"Region1","IND_OTH_COA_001",1,2033,561.411873900001
"Region1","IND_OTH_COA_001",1,2034,579.3774736
"Region1","IND_OTH_COA_001",1,2035,597.667345
"Region1","IND_OTH_DSL_001",1,2018,115.6451654
"Region1","IND_OTH_DSL_001",1,2019,106.0080683
"Region1","IND_OTH_DSL_001",1,2020,96.37097118
"Region1","IND_OTH_DSL_001",1,2021,86.73387406
"Region1","IND_OTH_DSL_001",1,2022,77.09677695
"Region1","IND_OTH_DSL_001",1,2023,67.45967983
"Region1","IND_OTH_DSL_001",1,2024,57.82258271
"Region1","IND_OTH_DSL_001",1,2025,48.18548559
"Region1","IND_OTH_DSL_001",1,2026,38.54838847
"Region1","IND_OTH_DSL_001",1,2027,28.91129135
"Region1","IND_OTH_DSL_001",1,2028,19.27419424
"Region1","IND_OTH_DSL_001",1,2029,9.63709711799999
"Region1","IND_OTH_ELC_001",1,2018,113.3996282
"Region1","IND_OTH_ELC_001",1,2019,119.4245565
"Region1","IND_OTH_ELC_001",1,2020,125.7695895
"Region1","IND_OTH_ELC_001",1,2021,132.4517345
"Region1","IND_OTH_ELC_001",1,2022,139.4889021
"Region1","IND_OTH_ELC_001",1,2023,146.8999549
"Region1","IND_OTH_ELC_001",1,2024,154.7047573
"Region1","IND_OTH_ELC_001",1,2025,162.9242292
"Region1","IND_OTH_ELC_001",1,2026,171.5804022
"Region1","IND_OTH_ELC_001",1,2027,180.696478
"Region1","IND_OTH_ELC_001",1,2028,190.2968915
"Region1","IND_OTH_ELC_001",1,2029,200.4073754
"Region1","IND_OTH_ELC_001",1,2030,211.0550299
"Region1","IND_OTH_ELC_001",1,2031,222.2683948
"Region1","IND_OTH_ELC_001",1,2032,234.0775264
"Region1","IND_OTH_ELC_001",1,2033,246.5140778
"Region1","IND_OTH_ELC_001",1,2034,259.6113838
"Region1","IND_OTH_ELC_001",1,2035,273.4045504
"Region1","IND_OTH_LPG_001",1,2018,2.072803562
"Region1","IND_OTH_LPG_001",1,2019,1.900069932
"Region1","IND_OTH_LPG_001",1,2020,1.727336302
"Region1","IND_OTH_LPG_001",1,2021,1.554602672
"Region1","IND_OTH_LPG_001",1,2022,1.381869042
"Region1","IND_OTH_LPG_001",1,2023,1.209135411
"Region1","IND_OTH_LPG_001",1,2024,1.036401781
"Region1","IND_OTH_LPG_001",1,2025,0.863668151
"Region1","IND_OTH_LPG_001",1,2026,0.690934521
"Region1","IND_OTH_LPG_001",1,2027,0.518200891
"Region1","IND_OTH_LPG_001",1,2028,0.34546726
"Region1","IND_OTH_LPG_001",1,2029,0.17273363
"Region1","IND_OTH_NGS_001",1,2018,293.3880709
"Region1","IND_OTH_NGS_001",1,2019,308.9757947
"Region1","IND_OTH_NGS_001",1,2020,325.391695
"Region1","IND_OTH_NGS_001",1,2021,342.679773
"Region1","IND_OTH_NGS_001",1,2022,360.8863675
"Region1","IND_OTH_NGS_001",1,2023,380.0602793
"Region1","IND_OTH_NGS_001",1,2024,400.2529021
"Region1","IND_OTH_NGS_001",1,2025,421.51836
"Region1","IND_OTH_NGS_001",1,2026,443.9136528
"Region1","IND_OTH_NGS_001",1,2027,467.4988087
"Region1","IND_OTH_NGS_001",1,2028,492.3370452
"Region1","IND_OTH_NGS_001",1,2029,518.4949385
"Region1","IND_OTH_NGS_001",1,2030,546.0426021
"Region1","IND_OTH_NGS_001",1,2031,575.0538745
"Region1","IND_OTH_NGS_001",1,2032,605.6065173
"Region1","IND_OTH_NGS_001",1,2033,637.782423700001
"Region1","IND_OTH_NGS_001",1,2034,671.6678376
"Region1","IND_OTH_NGS_001",1,2035,707.3535854
"Region1","IND_TEXT_COA_001",1,2018,273.7882012
"Region1","IND_TEXT_COA_001",1,2019,295.98231664
"Region1","IND_TEXT_COA_001",1,2020,315.62283939
"Region1","IND_TEXT_COA_001",1,2021,336.13801025
"Region1","IND_TEXT_COA_001",1,2022,357.57311838
"Region1","IND_TEXT_COA_001",1,2023,379.97579814
"Region1","IND_TEXT_COA_001",1,2024,403.39615031
"Region1","IND_TEXT_COA_001",1,2025,427.8868699
"Region1","IND_TEXT_COA_001",1,2026,453.50338033
"Region1","IND_TEXT_COA_001",1,2027,480.303975145
"Region1","IND_TEXT_COA_001",1,2028,508.349965966
"Region1","IND_TEXT_COA_001",1,2029,537.705839478
"Region1","IND_TEXT_COA_001",1,2030,568.43942112
"Region1","IND_TEXT_COA_001",1,2031,597.87317117
"Region1","IND_TEXT_COA_001",1,2032,628.83099862
"Region1","IND_TEXT_COA_001",1,2033,661.39181981
"Region1","IND_TEXT_COA_001",1,2034,695.63863801
"Region1","IND_TEXT_COA_001",1,2035,731.6587538
"Region1","IND_TEXT_DSL_001",1,2018,32.98653026
"Region1","IND_TEXT_DSL_001",1,2019,30.23765274
"Region1","IND_TEXT_DSL_001",1,2020,27.48877522
"Region1","IND_TEXT_DSL_001",1,2021,24.7398977
"Region1","IND_TEXT_DSL_001",1,2022,21.99102017
"Region1","IND_TEXT_DSL_001",1,2023,19.24214265
"Region1","IND_TEXT_DSL_001",1,2024,16.49326513
"Region1","IND_TEXT_DSL_001",1,2025,13.74438761
"Region1","IND_TEXT_DSL_001",1,2026,10.99551009
"Region1","IND_TEXT_DSL_001",1,2027,8.246632565
"Region1","IND_TEXT_DSL_001",1,2028,5.497755044
"Region1","IND_TEXT_DSL_001",1,2029,2.748877522
"Region1","IND_TEXT_ELC_001",1,2018,77.37581172
"Region1","IND_TEXT_ELC_001",1,2019,82.2803586700001
"Region1","IND_TEXT_ELC_001",1,2020,86.54082939
"Region1","IND_TEXT_ELC_001",1,2021,91.02190696
"Region1","IND_TEXT_ELC_001",1,2022,95.73501438
"Region1","IND_TEXT_ELC_001",1,2023,100.6921662
"Region1","IND_TEXT_ELC_001",1,2024,105.9059989
"Region1","IND_TEXT_ELC_001",1,2025,111.3898034
"Region1","IND_TEXT_ELC_001",1,2026,117.157559
"Region1","IND_TEXT_ELC_001",1,2027,123.2239685
"Region1","IND_TEXT_ELC_001",1,2028,129.6044962
"Region1","IND_TEXT_ELC_001",1,2029,136.3154072
"Region1","IND_TEXT_ELC_001",1,2030,143.3738086
"Region1","IND_TEXT_ELC_001",1,2031,150.7976935
"Region1","IND_TEXT_ELC_001",1,2032,158.6059866
"Region1","IND_TEXT_ELC_001",1,2033,166.8185926
"Region1","IND_TEXT_ELC_001",1,2034,175.4564466
"Region1","IND_TEXT_ELC_001",1,2035,184.5415681
"Region1","IND_TEXT_NGS_001",1,2018,23.09057118
"Region1","IND_TEXT_NGS_001",1,2019,24.55419125
"Region1","IND_TEXT_NGS_001",1,2020,25.8256054
"Region1","IND_TEXT_NGS_001",1,2021,27.16285329
"Region1","IND_TEXT_NGS_001",1,2022,28.56934377
"Region1","IND_TEXT_NGS_001",1,2023,30.04866221
"Region1","IND_TEXT_NGS_001",1,2024,31.60457966
"Region1","IND_TEXT_NGS_001",1,2025,33.24106239
"Region1","IND_TEXT_NGS_001",1,2026,34.96228208
"Region1","IND_TEXT_NGS_001",1,2027,36.77262639
"Region1","IND_TEXT_NGS_001",1,2028,38.67671019
"Region1","IND_TEXT_NGS_001",1,2029,40.6793873
"Region1","IND_TEXT_NGS_001",1,2030,42.78576288
"Region1","IND_TEXT_NGS_001",1,2031,45.00120643
"Region1","IND_TEXT_NGS_001",1,2032,47.33136548
"Region1","IND_TEXT_NGS_001",1,2033,49.78217999
"Region1","IND_TEXT_NGS_001",1,2034,52.35989749
"Region1","IND_TEXT_NGS_001",1,2035,55.071089
"Region1","MIN_BIO",1,2018,1957.063963968
"Region1","MIN_BIO",1,2019,2211.21180301034
"Region1","MIN_BIO",1,2020,2448.48315530595
"Region1","MIN_BIO",1,2021,2857.04094828967
"Region1","MIN_BIO",1,2022,3094.1773104316
"Region1","MIN_BIO",1,2023,3337.07854624041
"Region1","MIN_BIO",1,2024,3246.64681990033
"Region1","MIN_BIO",1,2025,3285.94595959266
"Region1","MIN_BIO",1,2026,3156.63657940326
"Region1","MIN_BIO",1,2027,3041.26088812916
"Region1","MIN_BIO",1,2028,3500
"Region1","MIN_BIO",1,2029,3500
"Region1","MIN_BIO",1,2030,3500
"Region1","MIN_BIO",1,2031,3500
"Region1","MIN_BIO",1,2032,3500
"Region1","MIN_BIO",1,2033,3500
"Region1","MIN_BIO",1,2034,3500
"Region1","MIN_BIO",1,2035,3500
"Region1","MIN_COA",1,2018,3709.07442177025
"Region1","MIN_COA",1,2019,3758.72301292395
"Region1","MIN_COA",1,2020,3833.87279750142
"Region1","MIN_COA",1,2021,4022.48589999413
"Region1","MIN_COA",1,2022,4369.13971800553
"Region1","MIN_COA",1,2023,4676.92419711173
"Region1","MIN_COA",1,2024,5091.89448157965
"Region1","MIN_COA",1,2025,4754.47859417373
"Region1","MIN_COA",1,2026,5330.93278090676
"Region1","MIN_COA",1,2027,5943.53922315816
"Region1","MIN_COA",1,2028,6301.89111511957
"Region1","MIN_COA",1,2029,6940.38092021542
"Region1","MIN_COA",1,2030,7672.09541935667
"Region1","MIN_COA",1,2031,8339.09903750154
"Region1","MIN_COA",1,2032,9049.48752209034
"Region1","MIN_COA",1,2033,9766.92258822914
"Region1","MIN_COA",1,2034,10491.7260925179
"Region1","MIN_COA",1,2035,11221.4058335015
"Region1","MIN_GEO",1,2018,313.14077280611
"Region1","MIN_GEO",1,2019,369.629857559176
"Region1","MIN_GEO",1,2020,359.987339535893
"Region1","MIN_GEO",1,2021,348.737735175396
"Region1","MIN_GEO",1,2022,339.095217152113
"Region1","MIN_GEO",1,2023,535.159750292198
"Region1","MIN_GEO",1,2024,846.934499711677
"Region1","MIN_GEO",1,2025,1157.10216279394
"Region1","MIN_GEO",1,2026,1147.45964477066
"Region1","MIN_GEO",1,2027,1136.21004041016
"Region1","MIN_GEO",1,2028,1258.80836658798
"Region1","MIN_GEO",1,2029,1568.97602967025
"Region1","MIN_GEO",1,2030,1796.58369725344
"Region1","MIN_GEO",1,2031,2044.45153762535
"Region1","MIN_GEO",1,2032,2181.05006690136
"Region1","MIN_GEO",1,2033,2410.62950582071
"Region1","MIN_GEO",1,2034,2410.62950582071
"Region1","MIN_GEO",1,2035,2410.62950582071
"Region1","MIN_HYD",1,2018,66.1289196306816
"Region1","MIN_HYD",1,2019,64.841622709248
"Region1","MIN_HYD",1,2020,63.530486955936
"Region1","MIN_HYD",1,2021,62.219351202624
"Region1","MIN_HYD",1,2022,60.78902128992
"Region1","MIN_HYD",1,2023,59.477885536608
"Region1","MIN_HYD",1,2024,82.24396998048
"Region1","MIN_HYD",1,2025,80.932834227168
"Region1","MIN_HYD",1,2026,79.621698473856
"Region1","MIN_HYD",1,2027,78.310562720544
"Region1","MIN_HYD",1,2028,76.999426967232
"Region1","MIN_HYD",1,2029,75.68829121392
"Region1","MIN_HYD",1,2030,74.377155460608
"Region1","MIN_HYD",1,2031,73.066019707296
"Region1","MIN_HYD",1,2032,105.038420639163
"Region1","MIN_HYD",1,2033,163.324364581851
"Region1","MIN_HYD",1,2034,221.610308524539
"Region1","MIN_HYD",1,2035,279.896252467227
"Region1","MIN_LIG",1,2021,59.213009626848
"Region1","MIN_LIG",1,2022,143.803023379488
"Region1","MIN_LIG",1,2023,222.326982889175
"Region1","MIN_LIG",1,2024,222.326982889175
"Region1","MIN_LIG",1,2025,222.326982889175
"Region1","MIN_LIG",1,2026,244.16896456788
"Region1","MIN_LIG",1,2027,314.272905919271
"Region1","MIN_LIG",1,2028,401.097648543768
"Region1","MIN_LIG",1,2029,401.097648543768
"Region1","MIN_LIG",1,2030,401.097648543768
"Region1","MIN_LIG",1,2031,401.097648543768
"Region1","MIN_LIG",1,2032,401.097648543768
"Region1","MIN_LIG",1,2033,401.097648543768
"Region1","MIN_LIG",1,2034,401.097648543768
"Region1","MIN_LIG",1,2035,401.097648543768
"Region1","MIN_NGS",1,2018,989.698319287173
"Region1","MIN_NGS",1,2019,1166.76158413014
"Region1","MIN_NGS",1,2020,1381.28172963981
"Region1","MIN_NGS",1,2021,1383.15590762462
"Region1","MIN_NGS",1,2022,1383.15590762462
"Region1","MIN_NGS",1,2023,1383.15590762462
"Region1","MIN_NGS",1,2024,1383.15590762462
"Region1","MIN_NGS",1,2025,1921.88040274505
"Region1","MIN_NGS",1,2026,2116.99957231266
"Region1","MIN_NGS",1,2027,2242.58234497892
"Region1","MIN_NGS",1,2028,2250.71557429522
"Region1","MIN_NGS",1,2029,2357.16432974736
"Region1","MIN_NGS",1,2030,2369.70400080401
"Region1","MIN_NGS",1,2031,2397.3195456002
"Region1","MIN_NGS",1,2032,2433.51912775556
"Region1","MIN_NGS",1,2033,2585.33302676044
"Region1","MIN_NGS",1,2034,2745.19653643593
"Region1","MIN_NGS",1,2035,2937.9623378966
"Region1","MIN_OIL",1,2022,77.8662556084181
"Region1","MIN_SOL",1,2018,0.95121343008
"Region1","MIN_SOL",1,2019,2.40324250752
"Region1","MIN_SOL",1,2020,5.33736424656
"Region1","MIN_SOL",1,2021,10.62188330256
"Region1","MIN_SOL",1,2022,16.82269755264
"Region1","MIN_SOL",1,2023,21.19092141456
"Region1","MIN_SOL",1,2024,31.75995952656
"Region1","MIN_SOL",1,2025,58.18255480656
"Region1","MIN_SOL",1,2026,84.60515008656
"Region1","MIN_SOL",1,2027,117.42354670464
"Region1","MIN_SOL",1,2028,145.36822702464
"Region1","MIN_SOL",1,2029,163.87293592656
"Region1","MIN_SOL",1,2030,216.71812648656
"Region1","MIN_SOL",1,2031,269.56331704656
"Region1","MIN_SOL",1,2032,322.40850760656
"Region1","MIN_SOL",1,2033,375.25369816656
"Region1","MIN_SOL",1,2034,428.09888872656
"Region1","MIN_SOL",1,2035,480.94407928656
"Region1","MIN_WND",1,2018,1.597453998624
"Region1","MIN_WND",1,2019,1.76899268304
"Region1","MIN_WND",1,2020,1.76899268304
"Region1","MIN_WND",1,2021,1.76899268304
"Region1","MIN_WND",1,2022,1.76899268304
"Region1","MIN_WND",1,2023,1.76899268304
"Region1","MIN_WND",1,2024,1.76899268304
"Region1","MIN_WND",1,2025,28.57191212304
"Region1","MIN_WND",1,2026,55.37483156304
"Region1","MIN_WND",1,2027,82.17775100304
"Region1","MIN_WND",1,2028,108.98067044304
"Region1","MIN_WND",1,2029,135.78358988304
"Region1","MIN_WND",1,2030,189.38942876304
"Region1","MIN_WND",1,2031,242.99526764304
"Region1","MIN_WND",1,2032,296.60110652304
"Region1","MIN_WND",1,2033,350.20694540304
"Region1","MIN_WND",1,2034,403.81278428304
"Region1","MIN_WND",1,2035,457.41862316304
"Region1","NGS_DISTRIB",1,2018,0.920093730111069
"Region1","NGS_DISTRIB",1,2019,28.9026294327112
"Region1","NGS_DISTRIB",1,2020,55.2974467357778
"Region1","NGS_DISTRIB",1,2021,82.0226367509555
"Region1","NGS_DISTRIB",1,2022,109.0877431776
"Region1","NGS_DISTRIB",1,2023,136.502568293734
"Region1","NGS_DISTRIB",1,2024,164.277242835467
"Region1","NGS_DISTRIB",1,2025,192.422093559689
"Region1","NGS_DISTRIB",1,2026,220.947914871889
"Region1","NGS_DISTRIB",1,2027,249.865633882
"Region1","NGS_DISTRIB",1,2028,279.186582351778
"Region1","NGS_DISTRIB",1,2029,308.922431975511
"Region1","NGS_DISTRIB",1,2030,339.085256836453
"Region1","NGS_DISTRIB",1,2031,365.64997497312
"Region1","NGS_DISTRIB",1,2032,392.66666866072
"Region1","NGS_DISTRIB",1,2033,420.148457313431
"Region1","NGS_DISTRIB",1,2034,504.346432723614
"Region1","NGS_DISTRIB",1,2035,575.505321111894
"Region1","NGS_PIPELINE",1,2018,989.698319287173
"Region1","NGS_PIPELINE",1,2019,1166.76158413014
"Region1","NGS_PIPELINE",1,2020,1381.28172963981
"Region1","NGS_PIPELINE",1,2021,1383.15590762462
"Region1","NGS_PIPELINE",1,2022,1383.15590762462
"Region1","NGS_PIPELINE",1,2023,1383.15590762462
"Region1","NGS_PIPELINE",1,2024,1383.15590762462
"Region1","NGS_PIPELINE",1,2025,1921.88040274505
"Region1","NGS_PIPELINE",1,2026,2116.99957231266
"Region1","NGS_PIPELINE",1,2027,2242.58234497892
"Region1","NGS_PIPELINE",1,2028,2250.71557429522
"Region1","NGS_PIPELINE",1,2029,2357.16432974736
"Region1","NGS_PIPELINE",1,2030,2369.70400080401
"Region1","NGS_PIPELINE",1,2031,2397.3195456002
"Region1","NGS_PIPELINE",1,2032,2433.51912775557
"Region1","NGS_PIPELINE",1,2033,2585.33302676044
"Region1","NGS_PIPELINE",1,2034,2745.19653643593
"Region1","NGS_PIPELINE",1,2035,2937.9623378966
"Region1","OTH_ALL_BIO_001",1,2019,4.9858425333374
"Region1","OTH_ALL_BIO_001",1,2020,10.3806573849468
"Region1","OTH_ALL_BIO_001",1,2021,16.2094673809502
"Region1","OTH_ALL_BIO_001",1,2022,22.4987914642366
"Region1","OTH_ALL_BIO_001",1,2023,29.2765937274135
"Region1","OTH_ALL_BIO_001",1,2024,36.5723570601939
"Region1","OTH_ALL_BIO_001",1,2025,44.4171608223604
"Region1","OTH_ALL_BIO_001",1,2026,52.8437622368086
"Region1","OTH_ALL_BIO_001",1,2027,61.8866815645211
"Region1","OTH_ALL_BIO_001",1,2028,71.5822920310107
"Region1","OTH_ALL_BIO_001",1,2029,81.9689131818256
"Region1","OTH_ALL_BIO_001",1,2030,93.0869096531286
"Region1","OTH_ALL_BIO_001",1,2031,96.808128949925
"Region1","OTH_ALL_BIO_001",1,2032,100.757235014172
"Region1","OTH_ALL_BIO_001",1,2033,104.867435631953
"Region1","OTH_ALL_BIO_001",1,2034,109.145302461463
"Region1","OTH_ALL_BIO_001",1,2035,113.597674858883
"Region1","OTH_ALL_EL_001",1,2018,10.5114920663411
"Region1","OTH_ALL_EL_001",1,2019,10.9424632410611
"Region1","OTH_ALL_EL_001",1,2020,11.3911042339446
"Region1","OTH_ALL_EL_001",1,2021,11.8581395075363
"Region1","OTH_ALL_EL_001",1,2022,12.3443232273453
"Region1","OTH_ALL_EL_001",1,2023,12.8504404796665
"Region1","OTH_ALL_EL_001",1,2024,13.3773085393328
"Region1","OTH_ALL_EL_001",1,2025,13.9257781894454
"Region1","OTH_ALL_EL_001",1,2026,14.4967350952127
"Region1","OTH_ALL_EL_001",1,2027,15.0911012341164
